"TIME","GEO","UNIT","PURPOSE","DURATION","PARTNER","ACCOMMOD","EXPEND","Value"
"2019","Estonia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","64.39"
"2019","Ireland","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","78.13"
"2019","Ireland","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","31.34"
"2019","Ireland","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","274.52"
"2019","Ireland","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","37.56"
"2019","Ireland","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","113.76"
"2019","Ireland","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","71.04"
"2019","Ireland","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","413.42"
"2019","Ireland","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","112.18"
"2019","Greece","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","57.59"
"2019","Greece","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","5.3"
"2019","Greece","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","117.12"
"2019","Greece","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","12.88"
"2019","Greece","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","83.19"
"2019","Greece","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","16.43"
"2019","Greece","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","310"
"2019","Greece","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","51.1"
"2019","Spain","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","48.54"
"2019","Spain","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","12.79"
"2019","Spain","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","226.52"
"2019","Spain","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","31.42"
"2019","Spain","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","130.3"
"2019","Spain","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","54.66"
"2019","Spain","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","412.35"
"2019","Spain","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","82.36"
"2019","France","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","70.73"
"2019","France","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","14.68"
"2019","France","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","288.78"
"2019","France","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","34.83"
"2019","France","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","122.42"
"2019","France","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","42.94"
"2019","France","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","288.09"
"2019","France","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","68.83"
"2019","Croatia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","42.36"
"2019","Croatia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","7.35"
"2019","Croatia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","91.63"
"2019","Croatia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","18.15"
"2019","Croatia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","122.16"
"2019","Croatia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","29.27"
"2019","Croatia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","233.56"
"2019","Croatia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","51.58"
"2019","Italy","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","136.88"
"2019","Italy","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","25.6"
"2019","Italy","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","250.27"
"2019","Italy","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","32.45"
"2019","Italy","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","139.09"
"2019","Italy","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","47.03"
"2019","Italy","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","317.51"
"2019","Italy","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","61.81"
"2019","Cyprus","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","35.71"
"2019","Cyprus","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","14.77"
"2019","Cyprus","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","218.69"
"2019","Cyprus","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","22.85"
"2019","Cyprus","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","68.65"
"2019","Cyprus","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","24.24"
"2019","Cyprus","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","379.93"
"2019","Cyprus","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","90.47"
"2019","Latvia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","7.55"
"2019","Latvia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","3.32"
"2019","Latvia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","124.86"
"2019","Latvia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","21.58"
"2019","Latvia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip",":"
"2019","Latvia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night",":"
"2019","Latvia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","373.21"
"2019","Latvia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","50.06"
"2019","Lithuania","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","37.9"
"2019","Lithuania","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","13.99"
"2019","Lithuania","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","141.26"
